Sensor E
613,80.9,8/20/2021
614,56.0,1/18/2021
615,65.6,4/16/2021
616,98.6,2/18/2021
617,91.7,7/26/2021
618,43.4,2/4/2021
619,52.8,10/2/2020
620,20.1,1/6/2021
621,47.3,8/18/2021
622,89.4,8/6/2021
623,21.6,3/25/2021
624,96.6,6/29/2021
625,53.7,9/10/2020
626,72.6,3/7/2021
627,62.4,8/2/2021
628,67.1,9/3/2021
629,29.8,6/8/2021
630,18.0,12/6/2020
631,41.7,11/9/2020
632,71.9,7/2/2021
633,51.5,4/17/2021
634,44.9,12/11/2020
635,98.5,7/26/2021
636,27.5,6/16/2021
637,43.8,3/20/2021
638,96.1,2/3/2021
639,93.0,4/2/2021
640,83.9,6/6/2021
641,80.9,9/17/2020
642,77.6,2/22/2021
643,2.0,3/12/2021
644,77.6,6/19/2021
645,83.8,4/15/2021
646,89.9,3/2/2021
647,80.6,1/12/2021
648,49.1,3/19/2021
649,70.0,10/10/2020
650,44.4,8/26/2021
651,10.0,2/20/2021
652,99.3,10/21/2020
653,38.3,10/13/2020
654,57.9,5/8/2021
655,62.8,10/5/2020
656,1.3,3/4/2021
657,8.3,10/3/2020
658,11.7,9/5/2021
659,15.9,5/23/2021
660,14.6,6/1/2021
661,33.9,6/24/2021
662,67.7,4/18/2021
