Sensor A
766,80.1,11/20/2020
767,8.6,4/12/2021
768,51.6,8/27/2021
769,15.5,4/15/2021
770,4.4,4/20/2021
771,63.2,7/20/2021
772,12.0,6/12/2021
773,64.5,2/10/2021
774,51.9,6/27/2021
775,59.5,4/19/2021
776,14.3,4/5/2021
777,30.7,10/10/2020
778,97.1,7/19/2021
779,80.2,11/16/2020
780,40.2,2/2/2021
781,96.4,12/30/2020
782,33.0,8/15/2021
783,79.7,10/8/2020
784,4.0,8/21/2021
785,75.5,9/23/2020
786,54.8,11/13/2020
787,4.4,12/12/2020
788,94.5,6/25/2021
789,88.5,5/21/2021
790,37.2,10/18/2020
791,6.7,10/7/2020
792,27.0,3/28/2021
793,53.9,7/28/2021
794,36.3,4/26/2021
795,84.9,11/4/2020
796,65.7,9/12/2020
797,91.0,3/14/2021
798,55.0,8/7/2021
799,93.0,5/29/2021
800,82.9,12/13/2020
801,64.1,5/24/2021
802,50.0,12/31/2020
803,40.7,5/23/2021
804,65.9,7/16/2021
805,35.6,10/19/2020
806,64.5,6/22/2021
807,62.1,12/13/2020
808,41.5,7/27/2021
809,13.2,11/20/2020
810,57.3,10/17/2020
811,15.5,7/30/2021
812,30.6,12/7/2020
813,28.9,5/9/2021
814,8.3,11/8/2020
815,48.4,5/25/2021
