Sensor D
817,9.1,10/3/2020
818,88.3,11/17/2020
819,34.2,1/16/2021
820,19.4,7/5/2021
821,47.3,7/4/2021
822,2.0,5/21/2021
823,11.6,10/20/2020
824,6.2,2/23/2021
825,37.4,9/26/2020
826,31.2,3/21/2021
827,67.0,12/22/2020
828,85.5,11/1/2020
829,29.1,1/23/2021
830,50.8,4/3/2021
831,70.4,4/22/2021
832,26.4,11/9/2020
833,61.6,9/11/2020
834,66.5,8/31/2021
835,5.2,11/20/2020
836,85.2,9/28/2020
837,85.7,12/7/2020
838,53.8,1/25/2021
839,28.7,2/21/2021
840,6.0,8/21/2021
841,39.9,3/17/2021
842,74.9,8/24/2021
843,26.0,3/25/2021
844,57.4,8/11/2021
845,16.5,5/4/2021
846,88.6,6/26/2021
847,63.0,4/25/2021
848,2.5,4/15/2021
849,21.0,10/5/2020
850,29.1,7/18/2021
851,59.9,12/3/2020
852,86.4,1/31/2021
853,22.2,3/10/2021
854,45.5,12/3/2020
855,38.8,7/5/2021
856,14.1,11/24/2020
857,41.3,3/12/2021
858,60.5,2/21/2021
859,43.9,2/15/2021
860,19.1,2/14/2021
861,65.1,6/18/2021
862,87.6,10/9/2020
863,92.9,4/17/2021
864,35.7,1/22/2021
865,89.3,2/27/2021
866,98.9,9/8/2020
