Sensor B
205,56.5,7/16/2021
206,32.5,11/30/2020
207,96.1,11/2/2020
208,66.6,6/3/2021
209,41.5,8/28/2021
210,37.0,8/2/2021
211,73.3,8/2/2021
212,42.5,11/14/2020
213,39.4,11/26/2020
214,21.2,1/15/2021
215,37.2,8/13/2021
216,98.3,3/25/2021
217,37.9,9/30/2020
218,48.7,7/15/2021
219,76.8,2/20/2021
220,33.3,8/25/2021
221,63.5,1/1/2021
222,18.6,3/31/2021
223,2.4,10/19/2020
224,70.5,12/10/2020
225,45.6,5/8/2021
226,14.4,3/25/2021
227,25.3,8/6/2021
228,96.1,10/21/2020
229,8.9,12/18/2020
230,86.8,12/18/2020
231,53.8,11/12/2020
232,38.7,3/17/2021
233,43.0,7/9/2021
234,41.2,3/5/2021
235,50.1,3/13/2021
236,14.2,1/2/2021
237,53.6,4/8/2021
238,33.7,11/25/2020
239,31.8,10/30/2020
240,73.9,9/7/2021
241,48.5,1/21/2021
242,18.4,9/2/2021
243,84.5,11/24/2020
244,24.5,1/6/2021
245,31.5,5/5/2021
246,7.9,2/20/2021
247,31.0,11/11/2020
248,54.5,10/15/2020
249,93.0,9/22/2020
250,11.0,3/30/2021
251,66.8,2/16/2021
252,10.3,1/26/2021
253,25.2,8/4/2021
254,24.2,5/23/2021
