Sensor D
409,13.7,7/11/2021
410,97.1,7/14/2021
411,8.0,6/28/2021
412,7.4,12/1/2020
413,84.2,5/5/2021
414,61.4,11/3/2020
415,90.5,12/1/2020
416,35.1,8/15/2021
417,57.6,11/22/2020
418,19.6,6/29/2021
419,51.2,8/7/2021
420,28.6,6/3/2021
421,62.0,2/19/2021
422,77.0,2/15/2021
423,84.0,12/27/2020
424,15.6,7/28/2021
425,47.8,6/10/2021
426,40.5,8/23/2021
427,11.1,9/23/2020
428,76.8,4/27/2021
429,94.7,8/23/2021
430,92.5,11/14/2020
431,7.0,12/31/2020
432,49.4,3/13/2021
433,1.3,5/30/2021
434,18.2,4/25/2021
435,90.8,11/26/2020
436,31.6,4/8/2021
437,64.0,12/23/2020
438,28.6,10/10/2020
439,88.6,6/25/2021
440,76.9,5/20/2021
441,43.6,9/3/2021
442,90.2,6/5/2021
443,59.0,5/19/2021
444,26.3,8/20/2021
445,75.2,5/31/2021
446,36.6,9/2/2021
447,14.5,6/26/2021
448,55.2,4/24/2021
449,5.3,12/23/2020
450,13.9,6/15/2021
451,67.3,11/17/2020
452,94.5,11/13/2020
453,27.8,10/5/2020
454,69.0,1/15/2021
455,68.2,7/15/2021
456,66.5,7/13/2021
457,73.1,10/20/2020
458,52.2,10/16/2020
