Sensor D
154,92.4,10/11/2020
155,19.3,8/19/2021
156,74.9,1/25/2021
157,6.2,9/26/2020
158,75.4,5/21/2021
159,37.9,8/29/2021
160,75.5,8/23/2021
161,81.7,6/29/2021
162,27.0,1/2/2021
163,36.6,11/27/2020
164,2.8,1/17/2021
165,28.7,4/9/2021
166,5.6,3/25/2021
167,92.5,9/4/2021
168,69.6,10/30/2020
169,15.8,6/17/2021
170,73.3,5/4/2021
171,34.8,12/29/2020
172,47.7,8/8/2021
173,56.4,3/10/2021
174,68.3,12/14/2020
175,47.6,7/25/2021
176,13.0,8/15/2021
177,35.1,9/22/2020
178,67.1,5/7/2021
179,24.5,6/13/2021
180,23.2,2/10/2021
181,54.5,3/26/2021
182,91.7,3/29/2021
183,5.8,3/31/2021
184,89.6,9/23/2020
185,18.9,10/31/2020
186,51.9,7/5/2021
187,55.4,4/16/2021
188,23.3,8/13/2021
189,21.1,5/18/2021
190,50.0,3/15/2021
191,51.5,8/28/2021
192,42.7,11/5/2020
193,44.9,12/11/2020
194,82.6,6/15/2021
195,53.8,11/1/2020
196,32.1,10/21/2020
197,5.3,8/19/2021
198,89.3,10/7/2020
199,77.7,2/12/2021
200,78.5,3/7/2021
201,27.8,2/20/2021
202,77.6,9/12/2020
203,80.9,5/5/2021
