Sensor E
256,30.2,4/5/2021
257,18.1,11/9/2020
258,63.6,3/9/2021
259,45.7,9/26/2020
260,14.1,8/21/2021
261,11.0,12/29/2020
262,75.0,10/16/2020
263,84.6,12/6/2020
264,41.6,1/21/2021
265,17.3,2/5/2021
266,18.1,12/25/2020
267,20.0,9/7/2021
268,86.6,6/20/2021
269,38.9,10/19/2020
270,53.2,7/14/2021
271,80.8,3/7/2021
272,62.9,3/8/2021
273,43.8,7/26/2021
274,97.1,5/2/2021
275,18.9,3/1/2021
276,66.8,5/27/2021
277,42.5,10/21/2020
278,90.4,9/15/2020
279,32.0,4/10/2021
280,22.5,4/18/2021
281,13.9,12/19/2020
282,12.1,1/30/2021
283,88.2,7/14/2021
284,13.0,11/15/2020
285,38.8,2/23/2021
286,40.9,8/1/2021
287,52.8,6/14/2021
288,67.5,4/4/2021
289,65.5,2/3/2021
290,89.4,8/24/2021
291,58.3,6/2/2021
292,10.2,11/12/2020
293,2.6,1/26/2021
294,99.2,7/28/2021
295,30.6,6/4/2021
296,9.5,6/21/2021
297,84.3,11/24/2020
298,91.7,5/26/2021
299,48.7,1/3/2021
300,41.0,11/8/2020
301,1.8,2/1/2021
302,87.2,8/20/2021
303,48.0,1/5/2021
304,75.1,6/26/2021
305,92.1,9/27/2020
