Sensor D
868,88.7,2/20/2021
869,40.1,12/29/2020
870,38.9,1/1/2021
871,87.9,8/10/2021
872,37.4,10/22/2020
873,25.9,6/24/2021
874,19.2,11/6/2020
875,42.5,7/3/2021
876,8.8,3/13/2021
877,28.9,8/16/2021
878,27.8,8/3/2021
879,34.9,9/10/2020
880,69.2,3/30/2021
881,2.1,2/5/2021
882,66.4,8/5/2021
883,48.4,5/26/2021
884,96.2,3/20/2021
885,37.2,6/27/2021
886,51.5,2/9/2021
887,82.5,11/7/2020
888,11.4,11/25/2020
889,98.3,2/14/2021
890,17.0,9/21/2020
891,10.4,3/17/2021
892,95.4,11/4/2020
893,8.2,11/26/2020
894,88.5,10/27/2020
895,20.0,8/25/2021
896,13.7,9/9/2020
897,84.6,5/26/2021
898,35.6,1/17/2021
899,73.4,11/10/2020
900,50.7,10/4/2020
901,94.9,1/28/2021
902,73.1,12/19/2020
903,91.8,9/9/2020
904,46.4,11/1/2020
905,75.0,1/7/2021
906,75.6,2/24/2021
907,25.5,5/1/2021
908,1.1,7/23/2021
909,47.0,4/13/2021
910,53.7,7/1/2021
911,11.7,2/24/2021
912,5.0,4/13/2021
913,93.7,5/15/2021
914,5.1,5/22/2021
915,55.4,4/19/2021
916,18.4,4/4/2021
917,90.1,3/17/2021
