Sensor C
511,20.1,1/26/2021
512,27.0,2/19/2021
513,73.9,9/29/2020
514,39.2,11/14/2020
515,97.0,1/6/2021
516,16.8,10/22/2020
517,37.3,6/10/2021
518,79.5,4/10/2021
519,60.0,8/20/2021
520,42.2,12/4/2020
521,61.2,6/11/2021
522,13.4,10/14/2020
523,84.4,3/19/2021
524,72.8,5/15/2021
525,80.6,10/12/2020
526,80.7,3/29/2021
527,42.1,9/14/2020
528,81.1,5/12/2021
529,78.4,12/3/2020
530,41.4,7/4/2021
531,12.4,1/12/2021
532,24.0,3/27/2021
533,71.1,7/13/2021
534,91.2,6/2/2021
535,29.3,6/9/2021
536,13.2,10/29/2020
537,37.7,7/2/2021
538,85.9,5/2/2021
539,90.6,7/10/2021
540,12.3,2/15/2021
541,54.3,7/1/2021
542,53.6,11/1/2020
543,71.0,4/3/2021
544,71.0,8/18/2021
545,51.5,7/28/2021
546,49.1,8/12/2021
547,3.7,2/3/2021
548,39.5,5/6/2021
549,31.0,9/3/2021
550,57.0,4/2/2021
551,11.3,12/27/2020
552,32.4,3/10/2021
553,34.2,9/23/2020
554,37.0,4/18/2021
555,39.4,10/22/2020
556,66.6,3/6/2021
557,58.4,10/5/2020
558,32.6,2/21/2021
559,57.5,12/3/2020
560,75.8,6/12/2021
