Sensor A
919,14.4,7/6/2021
920,48.6,9/16/2020
921,59.8,8/12/2021
922,53.8,4/24/2021
923,35.3,10/3/2020
924,75.9,2/6/2021
925,53.0,9/27/2020
926,27.9,12/31/2020
927,41.8,1/19/2021
928,19.5,12/28/2020
929,55.9,11/22/2020
930,5.1,9/23/2020
931,92.7,2/11/2021
932,2.2,1/22/2021
933,67.8,4/14/2021
934,29.9,8/26/2021
935,23.1,9/20/2020
936,88.3,6/26/2021
937,38.8,6/12/2021
938,9.4,4/4/2021
939,90.0,7/11/2021
940,74.9,4/3/2021
941,48.1,12/19/2020
942,58.3,5/9/2021
943,71.3,2/18/2021
944,96.3,5/28/2021
945,12.5,8/16/2021
946,88.0,4/1/2021
947,18.9,12/31/2020
948,62.4,2/28/2021
949,74.4,1/24/2021
950,83.8,2/4/2021
951,75.4,11/15/2020
952,29.0,3/17/2021
953,45.7,8/13/2021
954,13.4,11/10/2020
955,77.6,4/28/2021
956,9.9,10/9/2020
957,85.7,12/6/2020
958,18.5,6/3/2021
959,21.4,7/23/2021
960,19.7,5/14/2021
961,88.5,8/26/2021
962,18.5,11/14/2020
963,80.8,4/25/2021
964,44.5,8/9/2021
965,57.5,10/8/2020
966,50.2,6/11/2021
967,8.1,1/4/2021
968,26.4,8/9/2021
