Sensor A
1,13.1,8/25/2021
2,97.1,9/3/2021
3,66.6,11/15/2020
4,68.8,6/9/2021
5,43.5,11/25/2020
6,58.0,4/10/2021
7,30.5,8/4/2021
8,22.5,3/18/2021
9,52.4,11/18/2020
10,60.9,11/9/2020
11,67.1,1/13/2021
12,98.0,4/7/2021
13,98.1,2/27/2021
14,41.6,8/22/2021
15,69.4,3/25/2021
16,65.3,1/13/2021
17,37.9,8/14/2021
18,89.2,4/27/2021
19,27.4,5/7/2021
20,48.9,8/10/2021
21,75.7,2/2/2021
22,90.4,1/31/2021
23,13.8,2/5/2021
24,21.8,6/25/2021
25,94.0,9/12/2020
26,85.7,10/30/2020
27,24.0,12/26/2020
28,6.4,8/15/2021
29,64.4,9/25/2020
30,59.6,7/9/2021
31,73.9,4/16/2021
32,90.9,10/5/2020
33,76.9,3/15/2021
34,59.2,11/17/2020
35,65.5,8/20/2021
36,45.0,4/21/2021
37,94.2,10/24/2020
38,13.4,6/10/2021
39,55.3,4/22/2021
40,57.9,11/1/2020
41,34.4,4/13/2021
42,48.6,1/10/2021
43,92.5,5/1/2021
44,7.6,7/2/2021
45,9.6,8/6/2021
46,4.2,4/18/2021
47,82.8,9/17/2020
48,80.1,8/26/2021
49,2.9,8/14/2021
50,91.6,8/7/2021
