Sensor E
562,92.4,1/23/2021
563,49.7,12/13/2020
564,8.4,6/10/2021
565,47.0,11/23/2020
566,57.6,12/22/2020
567,53.4,6/18/2021
568,14.0,9/25/2020
569,18.8,12/28/2020
570,8.5,6/2/2021
571,84.2,5/31/2021
572,28.7,6/13/2021
573,59.4,11/2/2020
574,9.2,10/7/2020
575,6.8,9/17/2020
576,70.7,12/25/2020
577,70.5,8/28/2021
578,65.6,7/12/2021
579,6.9,8/18/2021
580,64.5,8/20/2021
581,76.7,7/11/2021
582,25.5,11/9/2020
583,44.3,6/2/2021
584,40.3,12/30/2020
585,83.6,8/18/2021
586,45.1,11/22/2020
587,52.7,1/5/2021
588,75.5,3/30/2021
589,79.2,10/2/2020
590,31.4,7/27/2021
591,74.5,2/9/2021
592,91.1,3/28/2021
593,7.6,3/2/2021
594,78.5,10/24/2020
595,84.7,7/8/2021
596,46.3,8/12/2021
597,51.1,10/19/2020
598,14.2,11/27/2020
599,31.1,2/8/2021
600,29.0,7/8/2021
601,61.2,8/18/2021
602,58.5,7/24/2021
603,92.6,3/23/2021
604,27.7,3/11/2021
605,54.9,8/8/2021
606,94.3,10/9/2020
607,33.8,4/7/2021
608,34.0,8/29/2021
609,30.3,1/13/2021
610,97.4,9/18/2020
611,41.4,2/8/2021
